gp_idx,reward_type,final_position,total_time,points,changed_compound
0,time,6,5646.774771431934,8,True
0,time,5,5662.511010409854,10,True
0,time,4,5637.017536599284,12,True
0,time,2,5597.008846712115,18,True
0,time,19,5766.515377584428,0,True
0,time,5,5647.867411557805,10,True
0,time,5,5675.861904389367,10,True
0,time,14,5774.218895985658,0,True
0,time,14,5702.844938859173,0,True
0,time,10,5697.4502963842215,1,True
0,time,3,5624.867715177184,15,True
0,time,4,5622.606022493695,12,True
0,time,9,5688.234002804926,2,True
0,time,6,5679.008783327216,8,True
0,time,5,5691.696627567154,10,True
0,time,4,5635.733191420287,12,True
0,time,15,5733.598973128131,0,True
0,time,6,5642.652126846489,8,True
0,time,13,5717.69513589255,0,True
0,time,7,5649.800448393412,6,True
0,time,6,5658.284303115263,8,True
0,time,10,5703.001784497123,1,True
0,time,12,5763.214113113946,0,True
0,time,10,5680.471756435482,1,True
0,time,3,5664.310698050583,15,True
0,time,8,5666.179373612475,4,True
0,time,20,5786.948952706726,0,True
0,time,8,5680.026818245855,4,True
0,time,13,5726.0982473877175,0,True
0,time,5,5642.048527619333,10,True
0,time,3,5636.296702359412,15,True
0,time,5,5623.143812333507,10,True
0,time,7,5695.687608799662,6,True
0,time,5,5658.031458973226,10,True
0,time,10,5714.056505926539,1,True
0,time,17,5753.134783259224,0,True
0,time,6,5670.181696916981,8,True
0,time,1,5629.512186725116,25,True
0,time,2,5634.026053927115,18,True
0,time,7,5665.748005850335,6,True
0,time,8,5737.860512886867,4,True
0,time,9,5666.681317876417,2,True
0,time,8,5741.523912348452,4,True
0,time,6,5694.992189990218,8,True
0,time,18,5757.165472648236,0,True
0,time,8,5665.377429951855,4,True
0,time,4,5620.238367075592,12,True
0,time,8,5706.2301667037,4,True
0,time,16,5732.082747171254,0,True
0,time,9,5708.587946165233,2,True
0,time,6,5653.883688307354,8,True
0,time,2,5633.49361983836,18,True
0,time,8,5684.296422371605,4,True
0,time,12,5755.154879765352,0,True
0,time,7,5662.467607822949,6,True
0,time,4,5636.735288955004,12,True
0,time,10,5680.593507854628,1,True
0,time,7,5671.340043775801,6,True
0,time,8,5683.597817608051,4,True
0,time,11,5727.023745731459,0,True
0,time,18,5745.879420547514,0,True
0,time,10,5679.997746202335,1,True
0,time,15,5715.794188274287,0,True
0,time,17,5758.954916128124,0,True
0,time,8,5694.476634154983,4,True
0,time,12,5711.748539809925,0,True
0,time,11,5711.016929052928,0,True
0,time,13,5733.728919321626,0,True
